comp,size,complexity,change_churn,total,minor,major,ownership,review_rate,review_churn_rate,self_reviews,too_quick,little_discussion,bugs
qtbase.examples/graphicsview/boxes/3rdparty,0,0,247,1,0,1,1,0,0,0,0,0,0
qtbase.examples/graphicsview/chip,0,0,918,5,0,5,0.428571429,0,0,0,0,0,0
qtbase.examples/graphicsview/collidingmice,0,0,377,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/graphicsview/diagramscene,0,0,1947,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/graphicsview/dragdroprobot,0,0,758,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/graphicsview/elasticnodes,0,0,949,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/graphicsview/embeddeddialogs,0,0,528,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/graphicsview/flowlayout,0,0,485,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/graphicsview/padnavigator,0,0,978,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/graphicsview/simpleanchorlayout,0,0,140,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/graphicsview/weatheranchorlayout,0,0,282,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/gui/analogclock,71,8,174,3,0,3,0.333333333,1,1,1,1,0,0
qtbase.examples/gui/openglwindow,200,25,467,2,0,2,0.5,1,1,0,1,0,0
qtbase.examples/gui/rasterwindow,77,13,285,2,0,2,0.666666667,1,1,1,1,0,0
qtbase.examples/ipc/localfortuneclient,124,14,54,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/ipc/localfortuneserver,78,3,54,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/ipc/sharedmemory,82,10,54,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/itemviews/addressbook,0,0,1211,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/basicsortfiltermodel,0,0,357,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/chart,0,0,1014,6,0,6,0.375,0,0,0,0,0,0
qtbase.examples/itemviews/coloreditorfactory,0,0,379,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/combowidgetmapper,0,0,291,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/customsortfiltermodel,0,0,570,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/dirview,0,0,68,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/editabletreemodel,0,0,985,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/fetchmore,0,0,419,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/frozencolumn,0,0,345,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/interview,0,0,356,3,0,3,0.5,0,0,0,0,0,0
qtbase.examples/itemviews/pixelator,0,0,769,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/itemviews/puzzle,0,0,912,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/simpledommodel,0,0,680,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/simpletreemodel,0,0,571,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/simplewidgetmapper,0,0,286,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/spinboxdelegate,0,0,276,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/itemviews/spreadsheet,0,0,1421,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/itemviews/stardelegate,0,0,700,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/ja_JP/linguist/hellotr,0,0,88,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/layouts/basiclayouts,0,0,309,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/layouts/borderlayout,0,0,511,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/layouts/dynamiclayouts,0,0,329,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/layouts/flowlayout,0,0,490,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/linguist/arrowpad,0,0,414,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/linguist/hellotr,0,0,88,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/linguist/trollprint,0,0,473,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/mainwindows/application,0,0,572,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/mainwindows/dockwidgets,0,0,515,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/mainwindows/macmainwindow,0,0,196,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/mainwindows/mainwindow,0,0,2193,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/mainwindows/mdi,0,0,885,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/mainwindows/menus,0,0,565,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/mainwindows/recentfiles,0,0,418,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/mainwindows/sdi,0,0,554,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/network/bearermonitor,413,77,90,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/network/blockingfortuneclient,211,24,90,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/network/broadcastreceiver,56,5,54,2,0,2,0.75,1,1,0,4,1,0
qtbase.examples/network/broadcastsender,66,5,54,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/network/dnslookup,96,19,240,4,0,4,0.25,1,1,1,1,0,0
qtbase.examples/network/download,108,17,25,4,0,4,0.428571429,1,1,0,4,1,0
qtbase.examples/network/downloadmanager,196,27,90,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/network/fortuneclient,193,25,106,5,0,5,0.428571429,1,1,1,4,1,0
qtbase.examples/network/fortuneserver,124,13,60,4,0,4,0.5,1,1,1,4,1,0
qtbase.examples/network/googlesuggest,199,33,90,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/network/http,222,26,66,4,0,4,0.5,1,1,2,5,1,0
qtbase.examples/network/loopback,152,14,54,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/network/multicastreceiver,57,5,58,4,0,4,0.5,1,1,1,4,1,0
qtbase.examples/network/multicastsender,84,6,56,3,0,3,0.6,1,1,2,4,1,0
qtbase.examples/network/network-chat,632,106,206,4,0,4,0.5,1,1,2,4,1,0
qtbase.examples/network/qftp,0,0,574,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/network/securesocketclient,243,31,118,3,0,3,0.6,1,1,4,4,1,0
qtbase.examples/network/threadedfortuneserver,123,12,130,3,0,3,0.6,1,1,3,4,1,0
qtbase.examples/network/torrent,3774,661,494,9,0,9,0.25,1,1,3,4,2,2
qtbase.examples/opengl/2dpainting,150,11,162,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/opengl/cube,202,22,98,5,0,5,0.428571429,1,1,1,4,1,1
qtbase.examples/opengl/framebufferobject2,195,17,54,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/opengl/grabber,417,48,90,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/opengl/hellogl,209,26,90,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/opengl/hellogl_es,243,15,56,3,0,3,0.6,1,1,2,4,1,0
qtbase.examples/opengl/hellogl_es2,539,40,126,2,0,2,0.75,1,1,2,4,1,1
qtbase.examples/opengl/hellowindow,349,29,129,9,0,9,0.272727273,1,1,0,6,1,1
qtbase.examples/opengl/overpainting,291,41,90,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/opengl/paintedwindow,177,23,147,6,0,6,0.375,1,1,1,4,1,0
qtbase.examples/opengl/pbuffers,521,72,120,5,0,5,0.428571429,1,1,2,5,1,0
qtbase.examples/opengl/pbuffers2,267,30,62,3,0,3,0.6,1,1,3,4,1,0
qtbase.examples/opengl/samplebuffers,137,11,54,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/opengl/shared,274,40,58,4,0,4,0.5,1,1,2,5,1,0
qtbase.examples/opengl/textures,194,26,92,3,0,3,0.6,1,1,0,4,1,1
qtbase.examples/painting/affine,0,0,1126,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/painting/basicdrawing,0,0,719,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/painting/composition,0,0,792,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/painting/concentriccircles,0,0,441,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/painting/deform,0,0,890,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/painting/fontsampler,0,0,538,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/painting/gradients,0,0,767,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/painting/imagecomposition,0,0,371,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/painting/painterpaths,0,0,672,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/painting/pathstroke,0,0,946,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/painting/shared,0,0,1645,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/painting/transformations,0,0,605,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/qmake/precompile,40,5,126,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/qmake/tutorial,19,2,90,2,0,2,0.75,1,1,0,4,1,0
qtbase.examples/qpa/windows,181,23,113,7,0,7,0.333333333,1,1,3,5,1,0
qtbase.examples/qtconcurrent/imagescaling,102,11,56,3,0,3,0.6,1,1,2,5,1,0
qtbase.examples/qtconcurrent/map,15,3,22,3,0,3,0.6,1,1,2,4,1,0
qtbase.examples/qtconcurrent/progressdialog,28,4,19,3,0,3,0.6,1,1,1,5,1,0
qtbase.examples/qtconcurrent/runfunction,13,2,18,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/qtconcurrent/wordcount,75,8,18,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/qtestlib/tutorial1,12,1,18,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/qtestlib/tutorial2,22,2,18,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/qtestlib/tutorial3,13,1,18,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/qtestlib/tutorial4,28,2,18,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/qtestlib/tutorial5,243,39,38,3,0,3,0.6,1,1,1,4,1,0
qtbase.examples/qws/dbscreen,0,0,255,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/qws/framebuffer,0,0,591,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/qws/mousecalibration,0,0,495,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/qws/simpledecoration,0,0,702,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/qws/svgalib,0,0,1124,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/richtext/calendar,0,0,358,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/richtext/orderform,0,0,662,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/richtext/syntaxhighlighter,0,0,516,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/richtext/textedit,0,0,947,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/scroller/graphicsview,0,0,297,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/sql,54,2,18,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/sql/books,220,33,326,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/sql/cachedtable,70,6,56,3,0,3,0.6,1,1,3,4,1,0
qtbase.examples/sql/drilldown,301,37,142,4,0,4,0.428571429,1,1,2,4,1,0
qtbase.examples/sql/masterdetail,602,61,112,4,0,4,0.5,1,1,3,4,2,1
qtbase.examples/sql/querymodel,121,19,90,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/sql/relationaltablemodel,48,5,18,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/sql/sqlbrowser,520,93,481,6,0,6,0.375,1,1,2,4,1,0
qtbase.examples/sql/sqlwidgetmapper,128,6,54,2,0,2,0.75,1,1,0,4,1,0
qtbase.examples/sql/tablemodel,30,4,18,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/statemachine/eventtransitions,0,0,121,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/statemachine/factorial,0,0,181,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/statemachine/pingpong,0,0,145,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/statemachine/rogue,0,0,580,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/statemachine/trafficlight,0,0,190,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/statemachine/twowaybutton,0,0,87,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/threads/mandelbrot,324,52,124,4,0,4,0.5,1,1,2,4,1,1
qtbase.examples/threads/queuedcustomtype,265,29,128,3,0,3,0.6,1,1,4,4,1,0
qtbase.examples/threads/semaphores,47,5,18,2,0,2,0.75,1,1,2,4,1,0
qtbase.examples/threads/waitconditions,65,9,18,2,0,2,0.75,1,1,3,4,1,0
qtbase.examples/tools/codecs,0,0,612,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/completer,0,0,641,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/contiguouscache,65,16,57,3,0,3,0.6,1,1,2,5,1,0
qtbase.examples/tools/customcompleter,0,0,588,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/tools/customtype,68,10,56,2,0,2,0.8,1,1,3,4,1,0
qtbase.examples/tools/customtypesending,97,11,94,3,0,3,0.666666667,1,1,2,5,1,0
qtbase.examples/tools/echoplugin/echowindow,0,0,394,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/echoplugin/plugin,0,0,153,5,0,5,0.428571429,0,0,0,0,0,0
qtbase.examples/tools/i18n,0,0,566,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/tools/inputpanel,0,0,492,2,0,2,0.5,0,0,0,0,0,0
qtbase.examples/tools/plugandpaint,0,0,1271,5,0,5,0.428571429,0,0,0,0,0,0
qtbase.examples/tools/plugandpaintplugins/basictools,0,0,324,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/plugandpaintplugins/extrafilters,0,0,231,5,0,5,0.428571429,0,0,0,0,0,0
qtbase.examples/tools/regexp,0,0,380,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/settingseditor,0,0,1583,5,0,5,0.428571429,0,0,0,0,0,0
qtbase.examples/tools/styleplugin/plugin,0,0,316,4,0,4,0.428571429,0,0,0,0,0,0
qtbase.examples/tools/styleplugin/stylewindow,0,0,225,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/tools/treemodelcompleter,0,0,649,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/undo,0,0,1833,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/tools/undoframework,0,0,1096,6,0,6,0.375,0,0,0,0,0,0
qtbase.examples/touch/dials,12,1,18,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/touch/fingerpaint,307,37,102,5,0,5,0.428571429,1,1,1,4,1,1
qtbase.examples/touch/knobs,54,7,56,3,0,3,0.6,1,1,1,4,1,0
qtbase.examples/touch/pinchzoom,182,33,94,3,0,3,0.6,1,1,2,4,1,0
qtbase.examples/tutorials/addressbook-fr/part1,0,0,205,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part2,0,0,313,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part3,0,0,371,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part4,0,0,457,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part5,0,0,650,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part6,0,0,728,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook-fr/part7,0,0,783,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part1,0,0,205,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part2,0,0,313,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part3,0,0,371,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part4,0,0,457,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part5,0,0,650,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part6,0,0,730,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/tutorials/addressbook/part7,0,0,783,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part1,0,0,63,3,0,3,0.666666667,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part2,0,0,73,3,0,3,0.666666667,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part3,0,0,107,3,0,3,0.666666667,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part4,0,0,118,3,0,3,0.666666667,0,0,0,0,0,0
qtbase.examples/tutorials/gettingStarted/gsQt/part5,0,0,144,3,0,3,0.666666667,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/1_readonly,0,0,203,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/2_formatting,0,0,242,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/3_changingmodel,0,0,227,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/4_headers,0,0,219,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/5_edit,0,0,373,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/6_treeview,0,0,216,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/modelview/7_selections,0,0,242,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/threads/clock,0,0,215,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/threads/helloconcurrent,0,0,71,3,0,3,0.666666667,0,0,0,0,0,0
qtbase.examples/tutorials/threads/hellothread,0,0,179,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/threads/hellothreadpool,0,0,71,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/threads/movedobject,0,0,417,2,0,2,0.8,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/childwidget,0,0,66,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/nestedlayouts,0,0,109,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/toplevel,0,0,62,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/tutorials/widgets/windowlayout,0,0,68,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/uitools/multipleinheritance,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/uitools/textfinder,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/webkit/webkit-guide/js,897,0,252,2,0,2,0.75,1,1,1,4,1,0
qtbase.examples/widgets/analogclock,0,0,273,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/animation/animatedtiles,165,19,268,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/animation/appchooser,100,12,185,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/animation/easing,209,24,476,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/animation/moveblocks,210,16,333,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/animation/states,210,6,297,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/animation/stickman,690,92,1708,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/animation/sub-attaq,1409,175,4607,3,0,3,0.333333333,1,1,0,2,0,1
qtbase.examples/widgets/applicationicon,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/calculator,0,0,719,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/widgets/calendarwidget,0,0,673,4,0,4,0.5,0,0,0,0,0,0
qtbase.examples/widgets/charactermap,0,0,648,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/widgets/codeeditor,0,0,348,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/desktop/screenshot,151,19,417,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/desktop/systray,228,18,525,4,0,4,0.25,1,1,0,2,0,1
qtbase.examples/widgets/dialogs/classwizard,393,33,687,3,0,3,0.333333333,1,1,0,2,0,1
qtbase.examples/widgets/dialogs/configdialog,185,9,513,3,0,3,0.333333333,1,1,1,2,0,1
qtbase.examples/widgets/dialogs/extension,78,3,281,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/dialogs/findfiles,186,24,424,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/dialogs/licensewizard,314,30,629,3,0,3,0.333333333,1,1,0,2,0,2
qtbase.examples/widgets/dialogs/sipdialog,68,8,273,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/dialogs/standarddialogs,422,38,672,3,0,3,0.333333333,1,1,0,2,0,1
qtbase.examples/widgets/dialogs/tabdialog,153,12,398,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/dialogs/trivialwizard,57,5,150,3,0,3,0.333333333,1,1,0,2,0,1
qtbase.examples/widgets/digitalclock,0,0,200,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/draganddrop/draggableicons,126,15,339,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/draganddrop/draggabletext,135,20,458,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/draganddrop/dropsite,174,21,545,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/draganddrop/fridgemagnets,187,25,567,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/draganddrop/puzzle,362,51,906,4,0,4,0.25,1,1,0,2,0,0
qtbase.examples/widgets/effects/blurpicker,158,20,485,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/effects/fademessage,93,7,289,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/effects/lighting,100,9,300,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/elidedlabel,0,0,507,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/graphicsview/anchorlayout,63,2,150,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/graphicsview/basicgraphicslayouts,123,11,494,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/graphicsview/boxes,2318,384,4403,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/graphicsview/boxes/3rdparty,125,17,247,1,0,1,1,1,1,0,1,0,0
qtbase.examples/widgets/graphicsview/chip,444,50,1259,5,0,5,0.2,1,1,0,3,0,3
qtbase.examples/widgets/graphicsview/collidingmice,143,27,401,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/graphicsview/diagramscene,996,120,2232,5,0,5,0.2,1,1,0,4,0,0
qtbase.examples/widgets/graphicsview/dragdroprobot,363,40,786,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/graphicsview/elasticnodes,425,61,1026,4,0,4,0.25,1,1,0,3,0,1
qtbase.examples/widgets/graphicsview/embeddeddialogs,234,46,783,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/graphicsview/flowlayout,209,32,543,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/graphicsview/padnavigator,359,27,1057,4,0,4,0.25,1,1,0,3,0,1
qtbase.examples/widgets/graphicsview/simpleanchorlayout,58,3,151,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/graphicsview/weatheranchorlayout,171,15,360,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/groupbox,0,0,324,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/icons,0,0,1189,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/widgets/imageviewer,0,0,458,3,0,3,0.6,0,0,0,0,0,0
qtbase.examples/widgets/itemviews/addressbook,450,60,1416,3,0,3,0.333333333,1,1,1,2,1,0
qtbase.examples/widgets/itemviews/basicsortfiltermodel,171,11,382,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/chart,546,101,1296,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/coloreditorfactory,87,10,409,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/itemviews/combowidgetmapper,109,6,311,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/customsortfiltermodel,227,19,609,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/dirview,15,1,78,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/editabletreemodel,429,85,1075,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/fetchmore,117,16,463,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/frozencolumn,126,18,456,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/interview,156,33,520,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/pixelator,274,33,863,4,0,4,0.25,1,1,0,3,0,1
qtbase.examples/widgets/itemviews/puzzle,437,68,1008,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/simpledommodel,227,43,765,6,0,6,0.166666667,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/simpletreemodel,204,41,623,5,0,5,0.2,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/simplewidgetmapper,100,6,323,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/itemviews/spinboxdelegate,66,8,315,4,0,4,0.25,1,1,1,3,0,0
qtbase.examples/widgets/itemviews/spreadsheet,758,96,1868,3,0,3,0.333333333,1,1,0,3,0,1
qtbase.examples/widgets/itemviews/stardelegate,240,39,744,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/layouts/basiclayouts,110,9,337,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/layouts/borderlayout,207,35,554,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/layouts/dynamiclayouts,137,13,350,3,0,3,0.333333333,1,1,0,3,0,0
qtbase.examples/widgets/layouts/flowlayout,179,30,532,4,0,4,0.25,1,1,0,3,0,0
qtbase.examples/widgets/lineedits,0,0,400,2,0,2,0.75,0,0,0,0,0,0
qtbase.examples/widgets/maemovibration,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.examples/widgets/mainwindows/application,284,33,596,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/dockwidgets,290,26,536,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/mainwindow,1387,184,2484,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/mdi,502,61,901,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/menus,318,25,581,2,0,2,0.5,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/recentfiles,221,28,438,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/mainwindows/sdi,335,38,574,3,0,3,0.333333333,1,1,0,2,0,0
qtbase.examples/widgets/mousebuttons,0,0,604,2,0,2,0.5,0,0,0,0,0,0
