comp,size,complexity,change_churn,total,minor,major,ownership,review_rate,review_churn_rate,self_reviews,too_quick,little_discussion,bugs
qtbase.mkspecs/win32-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/win32-msvc2010,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/win32-msvc2012,0,0,92,2,0,2,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-armv4i-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-armv4i-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-mipsii-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-mipsii-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-mipsiv-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-mipsiv-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-sh4-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-sh4-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-x86-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince50standard-x86-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince60standard-armv4i-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince60standard-x86-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wince70embedded-armv4i-msvc2008,0,0,97,3,0,3,0.5,0,0,0,0,0,0
qtbase.mkspecs/wince70embedded-x86-msvc2008,0,0,97,3,0,3,0.5,0,0,0,0,0,0
qtbase.mkspecs/wincewm50pocket-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm50pocket-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm50smart-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm50smart-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm60professional-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm60professional-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm60standard-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm60standard-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm65professional-msvc2005,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.mkspecs/wincewm65professional-msvc2008,0,0,56,2,0,2,0.75,0,0,0,0,0,0
qtbase.qmake,1335,330,9045,24,23,1,0.787096774,1,1,12,7,14,0
qtbase.qmake/doc/src/snippets/code,1,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.qmake/doc/src/snippets/qmake,4,1,0,0,0,0,0,0,0,0,0,0,0
qtbase.qmake/generators,5187,1347,3002,20,18,2,0.663157895,1,1,8,9,27,4
qtbase.qmake/generators/integrity,353,45,217,5,0,5,0.454545455,1,1,4,6,3,0
qtbase.qmake/generators/mac,1534,364,1278,7,4,3,0.52173913,1,1,5,7,4,4
qtbase.qmake/generators/symbian,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.qmake/generators/unix,2064,567,811,6,4,2,0.794117647,1,1,7,7,6,0
qtbase.qmake/generators/win32,8439,1818,3398,19,16,3,0.438202247,1,1,12,14,13,12
qtbase.qmake/library,4937,1537,8342,7,4,3,0.45,1,1,4,4,1,1
qtbase.src/3rdparty/angle/include/EGL,107,0,806,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/angle/include/GLES2,290,0,2155,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/angle/include/GLSLANG,134,0,354,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/angle/include/KHR,20,0,276,2,0,2,0.5,1,1,1,1,0,2
qtbase.src/3rdparty/angle/src/common,150,42,356,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/angle/src/compiler,12353,3613,16531,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/angle/src/compiler/depgraph,583,156,881,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/angle/src/compiler/preprocessor,1831,310,4453,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/angle/src/compiler/preprocessor/new,0,0,2532,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/angle/src/compiler/timing,132,20,217,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/angle/src/libEGL,2315,552,4356,5,0,5,0.2,1,1,1,1,0,1
qtbase.src/3rdparty/angle/src/libGLESv2,18696,3393,29705,2,0,2,0.5,1,1,2,1,0,1
qtbase.src/3rdparty/angle/src/libGLESv2/renderer,16440,3607,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/angle/src/third_party/compiler,75,18,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/angle/src/third_party/murmurhash,191,45,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/atspi2/atspi,281,0,1241,1,0,1,1,1,1,0,0,0,0
qtbase.src/3rdparty/ce-compat,0,0,702,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/des,236,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/easing,304,88,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/amiga/src/base,233,32,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/mac,574,85,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/unix,154,19,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/builds/vms,110,12,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/devel,2,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/include/freetype,1961,7,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/include/freetype/config,44,1,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/include/freetype/internal,1606,1,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/include/freetype/internal/services,287,18,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/autofit,4709,772,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/base,8999,1576,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/bdf,2387,373,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/cache,2084,312,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/cff,4947,765,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/cid,1263,169,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/gxvalid,5252,947,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/gzip,1389,254,2,1,0,1,1,1,1,0,0,0,0
qtbase.src/3rdparty/freetype/src/lzw,311,45,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/otvalid,2483,463,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/pcf,1440,224,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/pfr,2554,456,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/psaux,3331,549,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/pshinter,2776,431,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/psnames,530,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/raster,1844,294,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/sfnt,2966,504,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/smooth,1276,188,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/tools,6188,113,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/tools/docmaker,2063,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/tools/ftrandom,481,87,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/truetype,1758,213,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/type1,2910,427,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/type42,1380,192,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/freetype/src/winfonts,872,104,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/harfbuzz/src,15938,3255,1238,11,7,4,0.24137931,1,1,9,7,1,4
qtbase.src/3rdparty/harfbuzz/tests/fuzzing,78,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/harfbuzz/tests/linebreaking,0,0,317,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/harfbuzz/tests/shaping,1058,104,61,2,0,2,0.5,1,1,0,1,0,0
qtbase.src/3rdparty/iaccessible2/generated/amd64,913,14,17069,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/iaccessible2/generated/x86,9115,42,17241,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/libgq/gconf,0,0,908,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/libjpeg,10714,1864,2,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/libmng,0,0,92848,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/libpng,16177,4260,19576,3,0,3,0.5,1,1,0,1,2,0
qtbase.src/3rdparty/libtiff/libtiff,0,0,33572,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/libtiff/port,0,0,408,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/md4,164,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/md5,164,11,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/pcre,11237,3748,37677,3,0,3,0.5,1,1,0,1,0,0
qtbase.src/3rdparty/pcre/sljit,10281,3531,16844,3,0,3,0.333333333,1,1,1,1,0,1
qtbase.src/3rdparty/pixman,2368,3,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/powervr,0,0,742,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/generic,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/pthread,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/solaris,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/ptmalloc/sysdeps/sproc,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/rfc6234,600,77,2004,1,0,1,1,1,1,1,1,0,0
qtbase.src/3rdparty/s60,0,0,101,2,0,2,0.75,0,0,0,0,0,0
qtbase.src/3rdparty/sha1,151,17,54,2,0,2,0.666666667,1,1,1,3,0,0
qtbase.src/3rdparty/sha3,496,129,0,0,0,0,0,0,0,0,0,0,1
qtbase.src/3rdparty/sqlite,55714,13031,25,2,0,2,0.5,1,1,0,0,0,1
qtbase.src/3rdparty/wintab,119,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/xcb/include/xcb,9802,24,18368,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/libxcb,21802,1829,15366,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/sysinclude,0,0,4,1,0,1,1,0,0,0,0,0,0
qtbase.src/3rdparty/xcb/xcb-util,537,63,707,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-image,836,177,1011,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-keysyms,321,83,498,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-renderutil,219,36,251,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xcb/xcb-util-wm,672,102,845,1,0,1,1,1,1,0,1,0,0
qtbase.src/3rdparty/xkbcommon/src,8525,665,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/xkbcommon/src/xkbcomp,10072,2771,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/xkbcommon/xkbcommon,272,10,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/xorg,0,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/3rdparty/zlib,5907,1516,34,4,0,4,0.25,1,1,0,0,0,1
qtbase.src/android/jar/src/org/qtproject/qt5/android,1601,279,0,0,0,0,0,0,0,0,0,0,1
qtbase.src/android/java/src/org/kde/necessitas/ministro,105,0,0,0,0,0,0,0,0,0,0,0,0
qtbase.src/android/java/src/org/qtproject/qt5/android/bindings,1230,272,0,0,0,0,0,0,0,0,0,0,1
qtbase.src/concurrent,3128,464,15931,14,9,5,0.357142857,1,1,2,2,0,2
qtbase.src/concurrent/doc/snippets/code,143,7,1021,3,0,3,0.666666667,1,1,0,1,0,0
qtbase.src/corelib/animation,2338,484,1807,17,13,4,0.130434783,1,1,3,11,2,1
qtbase.src/corelib/arch,1726,396,12360,10,6,4,0.413043478,1,1,2,9,4,1
